STT,Miền,Vùng,Khu vực,Mã NPP,Tên NPP,Mã NV,Tên NV,Mã KH,Tên KH,Số nhà/Khu,Tên đường/Xã/Phường,TP (Tx)/Quận (Huyện),Mã đơn hàng,Trạng thái,Loại đơn,Mã sản phẩm,Tên sản phẩm,Ngày lấy đơn,Số lượng (Lẻ),Hàng bán (Thùng),Hàng bán (Hộp/bịch),Hàng KM (Thùng),Hàng KM (hộp/bịch),Đơn giá lẻ,Đơn giá thùng,Thành tiền,Chiết khấu (Lì xì),"Mã CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Tên CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Số lượng/Điểm trả thưởng 
 (Game/Voucher/Loyalty)","Mã chương trình 
 (Game/Voucher/Loyalty)"," Tên chương trình 
 (Game/Voucher/Loyalty)"
4803,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001966,Đã duyệt,Đơn bán,FACA04,Ca.10h,25/04/2024 16:40:29,50,5,0,,,19636,196363,981815,0,,,,,
4804,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FAGS01,Gl.36h,03/05/2024 09:57:34,72,2,0,,,5700,205200,410400,69768,KM5294LOTTE,KM LOTTE TỪ NGÀY 01/05-02/07/2024,,,
4805,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FANC04,Fl.36h,03/05/2024 09:57:34,180,5,0,,,4391,158073,790365,110651,KM5469CKLOTTE,KM LOTTE TỪ NGÀY 10/04-07/05/2024,,,
4806,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FANC09,Fc.36h,03/05/2024 09:57:34,180,5,0,,,4391,158073,790365,86940,KM5469CKLOTTE,KM LOTTE TỪ NGÀY 10/04-07/05/2024,,,
4807,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FACA02,Ca.40b,03/05/2024 09:57:34,200,5,0,,,3780,151200,756000,90720,KM5469CKLOTTE,KM LOTTE TỪ NGÀY 10/04-07/05/2024,,,
4808,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FACA06,Cl.40b,03/05/2024 09:57:34,200,5,0,,,3780,151200,756000,105840,KM5469CKLOTTE,KM LOTTE TỪ NGÀY 10/04-07/05/2024,,,
4809,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FANC02,Fa.40b,03/05/2024 09:57:34,400,10,0,,,3682,147273,1472730,162000,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4810,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FANC05,Fl.40b,03/05/2024 09:57:34,200,5,0,,,3682,147273,736365,110455,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4811,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001985,Đã duyệt,Đơn bán,FANC03,Fa.10h,03/05/2024 09:57:34,100,10,0,,,19636,196363,1963630,0,,,,,
4812,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001986,Đã duyệt,Đơn bán,FACA04,Ca.10h,04/05/2024 16:55:03,50,5,0,,,19636,196363,981815,0,,,,,
4813,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN001986,Đã duyệt,Đơn bán,FACP01,Cp.36h,04/05/2024 16:55:03,72,2,0,,,5700,205200,410400,0,,,,,
4814,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FAGS01,Gl.36h,09/05/2024 16:51:02,360,10,0,,,5700,205200,2052000,348840,KM5294LOTTE,KM LOTTE TỪ NGÀY 01/05-02/07/2024,,,
4815,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FAGS02,Gn.36h,09/05/2024 16:51:02,180,5,0,,,5700,205200,1026000,174420,KM5294LOTTE,KM LOTTE TỪ NGÀY 01/05-02/07/2024,,,
4816,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FACA05,Cl.36h,09/05/2024 16:51:02,180,5,0,,,4555,163963,819815,114774,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4817,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FANC05,Fl.40b,09/05/2024 16:51:02,200,5,0,,,3682,147273,736365,110455,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4818,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FACA14,Cs.36h,09/05/2024 16:51:02,180,5,0,,,4555,163963,819815,114774,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4819,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FANC01,Fa.36h,09/05/2024 16:51:02,360,10,0,,,4391,158073,1580730,158073,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4820,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FANC10,Fs.36h,09/05/2024 16:51:02,180,5,0,,,4391,158073,790365,110651,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4821,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FANC04,Fl.36h,09/05/2024 16:51:02,180,5,0,,,4391,158073,790365,79037,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4822,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FACA06,Cl.40b,09/05/2024 16:51:02,400,10,0,,,3780,151200,1512000,0,,,,,
4823,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,FACA02,Ca.40b,09/05/2024 16:51:02,200,5,0,,,3780,151200,756000,0,,,,,
4824,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002003,Đã duyệt,Đơn bán,VEYO01,Vo.30h,09/05/2024 16:51:02,60,2,0,,,7495,224837,449674,0,,,,,
4825,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002019,Đã duyệt,Đơn bán,FACA01,Ca.36h,15/05/2024 16:58:17,360,10,0,,,4555,163963,1639630,163963,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4826,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002019,Đã duyệt,Đơn bán,FANC02,Fa.40b,15/05/2024 16:58:17,400,10,0,,,3682,147273,1472730,162000,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4827,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002019,Đã duyệt,Đơn bán,FACA04,Ca.10h,15/05/2024 16:58:17,600,60,0,,,19636,196363,11781780,2002903,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4828,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002019,Đã duyệt,Đơn bán,FANC03,Fa.10h,15/05/2024 16:58:17,600,60,0,,,19636,196363,11781780,2002903,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4829,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002019,Đã duyệt,Đơn bán,VEYO03,Vp.30h,15/05/2024 16:58:17,90,3,0,,,7495,224837,674511,0,,,,,
4830,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002030,Đã duyệt,Đơn bán,FANC05,Fl.40b,20/05/2024 16:01:21,400,10,0,,,3682,147273,1472730,220910,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4831,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002030,Đã duyệt,Đơn bán,FACA05,Cl.36h,20/05/2024 16:01:21,360,10,0,,,4555,163963,1639630,229548,KM5470LOTTE,KM LOTTE TỪ NGÀY 24/04-21/05/2024,,,
4832,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002030,Đã duyệt,Đơn bán,FACA06,Cl.40b,20/05/2024 16:01:21,400,10,0,,,3780,151200,1512000,0,,,,,
4833,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002030,Đã duyệt,Đơn bán,FACA02,Ca.40b,20/05/2024 16:01:21,400,10,0,,,3780,151200,1512000,0,,,,,
4834,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002061,Đã duyệt,Đơn bán,FAGS02,Gn.36h,29/05/2024 15:31:51,180,5,0,,,5700,205200,1026000,174420,KM5294LOTTE,KM LOTTE TỪ NGÀY 01/05-02/07/2024,,,
4835,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002061,Đã duyệt,Đơn bán,FANC09,Fc.36h,29/05/2024 15:31:51,180,5,0,,,4391,158073,790365,110651,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4836,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002061,Đã duyệt,Đơn bán,FACA04,Ca.10h,29/05/2024 15:31:51,100,10,0,,,19636,196363,1963630,333817,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4837,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002061,Đã duyệt,Đơn bán,FANC03,Fa.10h,29/05/2024 15:31:51,100,10,0,,,19636,196363,1963630,333817,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4838,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002061,Đã duyệt,Đơn bán,FACP01,Cp.36h,29/05/2024 15:31:51,144,4,0,,,5700,205200,820800,114912,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4839,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002068,Đã duyệt,Đơn bán,FANC10,Fs.36h,03/06/2024 22:07:31,180,5,0,,,4391,158073,790365,110651,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4840,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002068,Đã duyệt,Đơn bán,FANC04,Fl.36h,03/06/2024 22:07:31,360,10,0,,,4391,158073,1580730,158073,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4841,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002068,Đã duyệt,Đơn bán,FANC01,Fa.36h,03/06/2024 22:07:31,360,10,0,,,4391,158073,1580730,158073,KM6963CKLOTTE,KM LOTTE TỪ 08/05-04/06/2024,,,
4842,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002068,Đã duyệt,Đơn bán,VEYO01,Vo.30h,03/06/2024 22:07:31,60,2,0,,,7495,224837,449674,112419,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4843,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002068,Đã duyệt,Đơn bán,FACA02,Ca.40b,03/06/2024 22:07:31,200,5,0,,,3780,151200,756000,83160,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4844,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002078,Đã duyệt,Đơn bán,VEYO01,Vo.30h,05/06/2024 17:35:01,150,5,0,,,7495,224837,1124185,281046,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4845,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002078,Đã duyệt,Đơn bán,VEYO02,Vs.30h,05/06/2024 17:35:01,150,5,0,,,7495,224837,1124185,281046,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4846,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002078,Đã duyệt,Đơn bán,VEYO03,Vp.30h,05/06/2024 17:35:01,150,5,0,,,7495,224837,1124185,281046,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4847,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002078,Đã duyệt,Đơn bán,FANC09,Fc.36h,05/06/2024 17:35:01,180,5,0,,,4391,158073,790365,110651,KM8476CKLOTTE,KM LOTTE TỪ NGÀY 05/06-02/07/2024,,,
4848,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FAGS02,Gn.36h,10/06/2024 08:58:20,144,4,0,,,5700,205200,820800,139536,KM5294LOTTE,KM LOTTE TỪ NGÀY 01/05-02/07/2024,,,
4849,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FAGS01,Gl.36h,10/06/2024 08:58:20,180,5,0,,,5700,205200,1026000,174420,KM5294LOTTE,KM LOTTE TỪ NGÀY 01/05-02/07/2024,,,
4850,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FACA06,Cl.40b,10/06/2024 08:58:20,400,10,0,,,3780,151200,1512000,166320,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4851,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FACA02,Ca.40b,10/06/2024 08:58:20,400,10,0,,,3780,151200,1512000,166320,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4852,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FACA14,Cs.36h,10/06/2024 08:58:20,180,5,0,,,4555,163963,819815,114774,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
4853,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FANC02,Fa.40b,10/06/2024 08:58:20,400,10,0,,,3682,147273,1472730,0,,,,,
4854,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002093,Đã duyệt,Đơn bán,FANC05,Fl.40b,10/06/2024 08:58:20,200,5,0,,,3682,147273,736365,0,,,,,
4855,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650006,NM_Đại Phú Tiến - Bình Dương,6004628,Nguyễn Thị Hương Lan,C65004283,Lotte Bình Dương,,Khu đô thị The Seasons-Phường Lái Thiêu,Thành phố Thuận An-Tỉnh Bình Dương,IN002120,Đã duyệt,Đơn bán,FACA06,Cl.40b,18/06/2024 10:58:08,400,10,0,,,3780,151200,1512000,166320,KM6964CKLOTTE,KM LOTTE TỪ 22/05-18/06/2024,,,
